MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MoSold,SaleType,SaleCondition,Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,SalePrice
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,4,WD,Normal,740,65,9313,2004,2004,0,0,0,864,864,864,864,0,1728,2004,572,187,56,0,0,0,0,0,2009,190000
70,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,Gd,BrkTil,Fa,Fa,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,TA,7,Typ,0,None,Detchd,Unf,2,TA,Gd,Y,None,GdPrv,None,5,WD,Abnorml,741,60,9600,1910,2002,0,0,0,264,264,768,664,0,1432,1910,360,270,0,112,0,0,0,0,2007,132000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,Mn,GLQ,Unf,GasA,Gd,Y,SBrkr,1,1,1,0,3,1,Gd,5,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,GdPrv,None,5,WD,Normal,742,65,6768,1961,1996,0,832,0,80,912,912,0,0,912,1962,288,168,0,0,0,0,0,0,2008,142000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,6,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,GdPrv,None,12,WD,Normal,743,65,8450,2000,2001,108,0,0,1349,1349,1349,0,0,1349,2000,539,120,55,0,0,0,0,0,2007,179000
80,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,0,1,2,0,3,1,TA,6,Min2,1,TA,Attchd,RFn,2,TA,TA,Y,None,None,None,10,WD,Normal,744,70,12886,1963,1999,0,444,0,76,520,1464,0,0,1464,1997,480,302,0,0,0,100,0,0,2009,175000
120,RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,RFn,2,TA,TA,Y,None,None,None,10,WD,Normal,745,41,5395,1993,1993,0,733,0,604,1337,1337,0,0,1337,1993,462,96,0,70,168,0,0,0,2008,180000
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,CBlock,TA,Gd,No,GLQ,ALQ,GasA,Ex,Y,SBrkr,0,1,3,1,4,1,Gd,11,Typ,2,TA,BuiltIn,Fin,2,TA,TA,Y,None,None,None,7,WD,Normal,746,0,8963,1976,1996,289,575,80,487,1142,1175,1540,0,2715,1994,831,0,204,0,0,0,0,0,2008,299800
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,TA,TA,Y,None,None,None,4,WD,Normal,747,0,8795,2000,2000,0,300,0,652,952,980,1276,0,2256,2000,554,224,54,0,0,0,0,0,2009,236000
70,RM,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,Gd,TA,Stone,TA,Fa,No,Unf,Unf,GasW,TA,N,SBrkr,0,0,1,1,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,4,TA,TA,N,None,None,None,5,WD,Normal,748,65,11700,1880,2003,0,0,0,1240,1240,1320,1320,0,2640,1950,864,181,0,386,0,0,0,0,2009,265979
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,3,WD,Normal,749,59,10593,1996,1996,338,919,0,801,1720,1720,0,0,1720,1996,527,240,56,154,0,0,0,0,2010,260400
50,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,None,TA,TA,Slab,None,None,None,None,None,Wall,TA,N,FuseF,0,0,2,0,4,1,TA,9,Mod,0,None,Detchd,Unf,1,TA,TA,N,None,None,None,4,WD,Normal,750,50,8405,1945,1950,0,0,0,0,0,1088,441,0,1529,1945,240,92,0,185,0,0,0,0,2009,98000
50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,1,0,3,1,TA,7,Min2,0,None,None,None,0,None,None,N,None,None,None,6,WD,Normal,751,55,8800,1910,2004,0,0,0,576,576,792,348,0,1140,NA,0,0,160,0,0,0,0,0,2010,96500
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,6,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,8,WD,Normal,752,0,7750,2003,2003,0,0,0,660,660,660,660,0,1320,2003,400,0,48,0,0,0,0,0,2007,162000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,753,79,9236,1997,1997,0,1200,0,279,1479,1494,0,0,1494,1997,576,168,27,0,0,0,0,0,2006,217000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,None,None,None,3,WD,Normal,754,80,10240,2005,2005,178,0,0,1030,1030,1038,1060,0,2098,2005,878,192,52,0,0,0,0,0,2006,275500
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,LwQ,GasA,Gd,Y,SBrkr,1,0,1,0,3,1,Gd,5,Typ,0,None,Detchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,755,61,7930,1969,2005,0,439,472,115,1026,1026,0,0,1026,1969,440,171,48,0,0,0,0,0,2009,156000
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,3,WD,Normal,756,34,3230,1999,1999,894,381,0,348,729,742,729,0,1471,1999,440,0,24,0,0,0,0,0,2009,172500
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,4,WD,Normal,757,68,10769,2007,2007,0,20,0,846,866,866,902,0,1768,2007,578,144,105,0,0,0,0,0,2009,212000
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,GdPrv,None,4,WD,Abnorml,758,0,11616,1978,1978,328,438,0,234,672,672,714,0,1386,1978,440,335,0,0,0,0,0,0,2010,158900
160,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,8,WD,Normal,759,24,2280,1999,1999,360,549,0,195,744,757,744,0,1501,1999,440,0,0,0,0,0,0,0,2008,179400
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3,TA,TA,Y,None,None,None,11,WD,Normal,760,65,12257,1995,1995,513,56,64,1198,1318,1328,1203,0,2531,1995,752,222,98,0,0,0,0,0,2007,290000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,1,Ex,Ex,Y,None,None,Shed,10,WD,Normal,761,70,9100,1959,1959,0,612,0,252,864,864,0,0,864,2008,300,0,0,0,0,0,0,450,2009,127500
30,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,Mn,LwQ,Unf,GasA,TA,Y,SBrkr,0,0,1,0,2,1,Fa,5,Min1,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,10,WD,Normal,762,60,6911,1924,1950,0,405,0,740,1145,1301,0,0,1301,1965,440,0,0,0,0,0,0,0,2009,100000
60,FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,None,None,6,Con,Normal,763,72,8640,2009,2009,0,24,0,732,756,764,783,0,1547,2009,614,169,45,0,0,0,0,0,2010,215200
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,TA,TA,Y,None,None,None,7,WD,Normal,764,82,9430,1999,1999,673,1163,0,89,1252,1268,1097,0,2365,1999,856,0,128,0,0,180,0,0,2009,337000
120,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,PConc,Gd,Gd,Av,LwQ,GLQ,GasA,Ex,Y,SBrkr,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,4,WD,Normal,765,30,9549,1995,1996,0,437,1057,0,1494,1494,0,0,1494,1995,481,0,30,0,0,216,0,0,2006,270000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,8,New,Partial,766,75,14587,2008,2008,284,0,0,1498,1498,1506,0,0,1506,2008,592,0,174,0,0,0,0,0,2008,264132
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Y,SBrkr,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,MnPrv,Shed,3,WD,Normal,767,80,10421,1988,1988,42,394,0,586,980,980,734,0,1714,1988,496,228,66,156,0,0,0,500,2010,196500
50,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,4,1,TA,7,Mod,0,None,Attchd,Unf,1,TA,TA,Y,None,None,Shed,7,WD,Normal,768,75,12508,1940,1985,0,660,0,323,983,983,767,0,1750,1989,423,245,0,156,0,0,0,1300,2008,160000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,10,WD,Normal,769,70,9100,2004,2005,0,24,0,1836,1860,1836,0,0,1836,2004,484,120,33,0,0,0,0,0,2006,216837
85,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,5,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,4,WD,Normal,771,0,7252,1982,1982,0,685,0,173,858,858,0,0,858,1983,576,120,0,0,0,0,0,0,2009,134900
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Fa,Fa,No,LwQ,Unf,GasA,TA,Y,FuseF,0,0,1,0,2,1,TA,6,Typ,0,None,Detchd,Unf,2,TA,TA,Y,None,None,None,4,COD,Normal,772,67,8877,1951,1951,0,836,0,0,836,1220,0,0,1220,1951,396,0,0,0,0,0,0,0,2006,102000
80,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,Unf,2,TA,TA,Y,None,MnPrv,None,3,WD,Abnorml,773,94,7819,1976,1976,0,422,127,480,1029,1117,0,0,1117,1976,672,144,0,0,0,0,0,0,2010,107000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,FuseA,0,0,1,0,2,1,TA,5,Typ,0,None,Attchd,RFn,1,TA,TA,Y,None,None,None,7,COD,Normal,774,70,10150,1958,1958,1,456,0,456,912,912,0,0,912,1958,275,0,0,0,0,0,0,0,2007,114500
20,RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,TA,TA,Y,None,None,None,7,New,Partial,775,110,14226,2006,2006,375,0,0,1935,1935,1973,0,0,1973,2006,895,315,45,0,0,0,0,0,2007,395000
120,RM,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,0,2,1,TA,5,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,6,WD,Normal,776,32,4500,1998,1998,320,866,0,338,1204,1204,0,0,1204,1998,412,0,247,0,0,0,0,0,2009,162000
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3,TA,TA,Y,None,None,None,7,New,Partial,777,86,11210,2005,2006,240,20,0,1594,1614,1614,0,0,1614,2005,865,144,59,0,0,0,0,0,2006,221500
20,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,Unf,2,TA,TA,Y,None,MnPrv,None,6,WD,Normal,778,100,13350,1974,1974,0,762,0,102,864,894,0,0,894,1974,440,241,0,0,0,0,0,0,2006,142500
90,RH,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,Slab,None,None,None,None,None,GasA,TA,Y,SBrkr,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,Unf,2,TA,TA,Y,None,None,None,10,WD,Normal,779,60,8400,1977,1977,320,0,0,0,0,2020,0,0,2020,1977,630,0,0,0,0,0,0,0,2007,144000
90,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,Plywood,ImStucc,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,2,TA,TA,Y,None,None,None,5,WD,Normal,780,78,10530,1977,1977,90,975,0,0,975,1004,0,0,1004,1977,504,0,0,0,0,0,0,0,2006,135000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,6,WD,Normal,781,63,7875,1995,1996,38,0,0,1237,1237,1253,0,0,1253,1995,402,220,21,0,0,0,0,0,2007,176000
60,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,7,WD,Normal,782,65,7153,1992,1992,0,387,0,374,761,810,793,0,1603,1992,484,0,124,0,0,0,0,0,2006,175900
20,RL,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2,TA,TA,Y,None,None,None,6,WD,Normal,783,67,16285,2001,2002,0,0,0,1413,1413,1430,0,0,1430,2001,605,0,33,0,0,0,0,0,2009,187100
85,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,Fin,2,TA,TA,Y,None,None,None,7,WD,Normal,784,0,9101,1978,1978,104,1097,0,0,1097,1110,0,0,1110,1978,602,303,30,0,0,0,0,0,2009,165500
75,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,3,1,TA,9,Typ,1,Gd,None,None,0,None,None,Y,None,None,None,6,WD,Normal,785,35,6300,1914,2001,0,0,0,742,742,742,742,0,1484,NA,0,0,291,134,0,0,0,0,2008,128000
20,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2,TA,TA,Y,None,None,None,9,WD,Normal,786,0,9790,1967,1967,0,251,630,491,1372,1342,0,0,1342,1967,457,0,0,0,0,197,0,0,2009,161500
50,RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,PConc,Fa,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1,0,2,0,4,1,TA,7,Typ,0,None,Detchd,Unf,1,TA,TA,Y,None,None,Shed,6,WD,Normal,787,60,10800,1915,1950,0,686,0,0,686,966,686,0,1652,1961,416,0,0,196,0,0,0,1200,2010,139000
60,RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,4,1,Gd,8,Typ,0,None,BuiltIn,RFn,2,TA,TA,Y,None,None,None,1,WD,Normal,788,76,10142,2004,2004,0,656,0,300,956,956,1128,0,2084,2004,618,0,45,0,0,0,0,0,2010,233000
20,RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0,0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1,Fa,TA,Y,None,None,None,8,WD,Normal,789,50,6000,1954,2000,0,0,0,901,901,901,0,0,901,1954,281,0,0,0,0,0,0,0,2008,107900
60,RL,Pave,None,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,GasA,Gd,Y,SBrkr,0,0,2,1,5,1,Gd,9,Typ,0,None,Attchd,Fin,2,TA,TA,Y,None,None,None,7,WD,Normal,790,0,12205,1966,2007,157,568,0,264,832,976,1111,0,2087,1966,444,133,168,0,0,0,0,0,2007,187500
120,RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,TA,Y,None,None,None,9,WD,Normal,791,43,3182,2005,2006,11,16,0,1129,1145,1145,0,0,1145,2005,397,100,16,0,0,0,0,0,2009,160200
80,RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,RFn,2,TA,TA,Y,None,None,None,5,WD,Normal,792,0,11333,1976,1976,0,539,0,490,1029,1062,0,0,1062,1976,539,120,0,0,0,0,0,0,2007,146800
60,RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,Unf,2,TA,TA,Y,None,None,None,6,WD,Normal,793,92,9920,1996,1997,0,862,0,255,1117,1127,886,0,2013,1997,455,180,130,0,0,0,0,0,2007,269790
